Nit;Fecha Corte;Duracion;Ganancia (pérdida);Otro resultado integral, neto de impuestos, ganancias (pérdidas) por revaluación;Total otro resultado integral que no se reclasificará al resultado del periodo, neto de impuestos;Total otro resultado integral;Resultado integral total;Otro resultado integral, neto de impuestos, diferencias de cambio por conversión;Otro resultado integral, neto de impuestos, ganancias (pérdidas) actuariales por planes de beneficios definidos;Ganancias (pérdidas) por coberturas de flujos de efectivo, neto de impuestos;Total otro resultado integral que se reclasificará al resultado del periodo, neto de impuestos
860025315;31/12/2016;2016;154901;;;;;;;;
860025368;31/12/2016;2016;99667;;;;;;;;
860025447;31/12/2016;2016;-398118;;-3118;-3118;-401236;-3118;;;
860025462;31/12/2016;2016;472285;0;0;0;472285;0;0;0;0
860025492;31/12/2016;2016;54549552;;;;;;;;
860025845;31/12/2016;2016;-849467;-5422;-5422;-5422;-854889;;;;
860025954;31/12/2016;2016;-21551;;;;;;;;
860026211;31/12/2016;2016;-17812;;;;;;;;
860026455;31/12/2016;2016;570880;0;0;0;570880;0;0;0;0
860026583;31/12/2016;2016;242614;;;;242614;;;;
860026831;31/12/2016;2016;129449;;;;;;;;
860026922;31/12/2016;2016;-38980;;;;;;;;
860027136;31/12/2016;2016;-19072275;;;;;;;;
860027563;31/12/2016;2016;85019;;;;;;;;
860027583;31/12/2016;2016;185293;;;;;;;;
860027780;31/12/2016;2016;336540;;;;;;;;
860027812;31/12/2016;2016;438975;;;;438975;;;;
860027862;31/12/2016;2016;62727;;;;62727;;;;
860027990;31/12/2016;2016;266316;0;0;0;266316;0;0;0;0
860028019;31/12/2016;2016;72504;698257;698257;698257;770761;;;;
860028093;31/12/2016;2016;3118138;;;;3118138;;;;
860028302;31/12/2016;2016;-761447;;;;;;;;
860028306;31/12/2016;2016;1100297;;;;;;;;
860028348;31/12/2016;2016;707020;;;;;;;;
860028409;31/12/2016;2016;-38759;;0;0;-38759;0;0;0;0
860028489;31/12/2016;2016;387397;-2082;-2082;-2082;385315;0;0;0;0
860028577;31/12/2016;2016;156824;;;;;;;;
860028680;31/12/2016;2016;298824;;;;;;;;
860028938;31/12/2016;2016;-7947;;;;;;;;
860028988;31/12/2016;2016;565550;;;;565550;;;;
860029097;31/12/2016;2016;844754;;;;844754;;;;
860029216;31/12/2016;2016;557185;;;;557185;;;;
860029237;31/12/2016;2016;657783;;;;;;;;
860029264;31/12/2016;2016;321117;;;;;;;;
860029273;31/12/2016;2016;76279;;;;;;;;
860029414;31/12/2016;2016;-574285;358021;358021;358021;-216264;;;;
860029424;31/12/2016;2016;461690;0;0;0;461690;0;0;0;0
860029445;31/12/2016;2016;1996204;0;0;0;1996204;0;0;;
860029449;31/12/2016;2016;-115117;0;0;0;-115117;0;0;;
860029488;31/12/2016;2016;-9015;;;;;;;;
860029807;31/12/2016;2016;771911;;;;;;;;
860029840;31/12/2016;2016;-49453;;;;;;;;
860030066;31/12/2016;2016;22245;;;;;;;;
860030255;31/12/2016;2016;172512;398189;398189;398189;570701;;;;
860030489;31/12/2016;2016;3580925;;;;3580925;;;;
860030494;31/12/2016;2016;-613230;;;;;;;;
860030613;31/12/2016;2016;678148;;;;;;;;
860030723;31/12/2016;2016;1276412;130758;83207;83207;1359619;-47551;0;;
860030755;31/12/2016;2016;220500;0;0;0;220500;;;;
860030764;31/12/2016;2016;1320537;;;;;;;;
860030808;31/12/2016;2016;18033131;;;;18033131;;;;
860030811;31/12/2016;2016;9225;0;0;0;9225;0;0;0;0
860030828;31/12/2016;2016;478188;0;0;0;478188;0;0;0;0
860030839;31/12/2016;2016;715214;0;0;0;715214;0;0;0;0
860030857;31/12/2016;2016;1337671;;;;;;;;
860030872;31/12/2016;2016;53496;;;;53496;;;;
860030938;31/12/2016;2016;52147;0;0;0;52147;0;0;0;0
860031025;31/12/2016;2016;274867;;;;;;;;
860031068;31/12/2016;2016;2416543;0;0;0;2416543;0;0;0;0
860031282;31/12/2016;2016;622650;0;0;0;622650;0;0;0;0
860031335;31/12/2016;2016;423735;0;0;0;423735;0;0;;
860031357;31/12/2016;2016;23660956;;;;;;;;
860031462;31/12/2016;2016;937344;;;;;;;;
860031573;31/12/2016;2016;202793;;;;;;;;
860031631;31/12/2016;2016;1111088;;;;1111088;;;;
860031657;31/12/2016;2016;-708230;;;;-708230;;;;
860031747;31/12/2016;2016;381485;;;;381485;;;;
860031768;31/12/2016;2016;11856218;;;;;;;;
860031776;31/12/2016;2016;673696;;;;673696;;;;
860031786;31/12/2016;2016;922814;;;;;;;;
860031831;31/12/2016;2016;496261;;;-132001;364260;;;-132001;-132001
860031886;31/12/2016;2016;2423327;;;;;;;;
860031945;31/12/2016;2016;-157827;;;;-157827;;;;
860031948;31/12/2016;2016;596203;;;;;;;;
860031954;31/12/2016;2016;432123;;;;;;;;
860032030;31/12/2016;2016;3861393;;;;;;;;
860032300;31/12/2016;2016;317242;;;;317242;;;;
860032402;31/12/2016;2016;-89424;;;;-89424;;;;
860032450;31/12/2016;2016;2420899;0;0;0;2420899;0;0;0;0
860032496;31/12/2016;2016;455542;;;;;;;;
860032657;31/12/2016;2016;700009;;;;;;;;
860032671;31/12/2016;2016;4866441;280697;280697;280697;5147138;;;;
860032681;31/12/2016;2016;184865;0;0;0;184865;0;0;0;0
860032724;31/12/2016;2016;202192;;;;;;;;
860032744;31/12/2016;2016;32037;;;;;;;;
860032862;31/12/2016;2016;208069;;;;;;;;
860032932;31/12/2016;2016;604958;;;;604958;;;;
860032999;31/12/2016;2016;-30917;;;;;;;;
860033058;31/12/2016;2016;198303;;;;;;;;
860033182;31/12/2016;2016;-138303;;;;;;;;
860033322;31/12/2016;2016;-2392034;0;0;0;-2392034;0;0;0;0
860033394;31/12/2016;2016;665522;0;0;0;665522;0;0;0;0
860033419;31/12/2016;2016;1177876;;;;;;;;
860033442;31/12/2016;2016;1754836;;;;;;;;
860033529;31/12/2016;2016;2038;;;;;;;;
860033566;31/12/2016;2016;-140100;;;;;;;;
860033891;31/12/2016;2016;447846;;;;447846;;;;
860033925;31/12/2016;2016;-352779;;;;;;;;
860034051;31/12/2016;2016;217005;;;;;;;;
860034115;31/12/2016;2016;45165;;;;;;;;
860034118;31/12/2016;2016;395691;;0;0;395691;;0;;
860034318;31/12/2016;2016;205094;0;0;0;205094;0;0;0;0
860034427;31/12/2016;2016;-196352;;;;;;;;
860034675;31/12/2016;2016;76813;;;;;;;;
860034714;31/12/2016;2016;96120;;;;96120;;;;
860034727;31/12/2016;2016;-14167;;;;;;;;
860034729;31/12/2016;2016;43777;;;;;;;;
860034813;31/12/2016;2016;1023519;3323;3323;3323;1026842;0;0;0;0
860034917;31/12/2016;2016;1467699;;;;;;;;
860034966;31/12/2016;2016;-338941;;;;;;;;
860034977;31/12/2016;2016;-407004;;;;;;;;
860035085;31/12/2016;2016;71912;0;0;0;71912;0;0;;
860035148;31/12/2016;2016;650051;;;;650051;;;;
860035152;31/12/2016;2016;186624;;;;;;;;
860035176;31/12/2016;2016;3082895;;;;;;;;
860035198;31/12/2016;2016;1819138;;;;;;;;
860035346;31/12/2016;2016;19323;0;0;0;19323;0;0;0;0
860035467;31/12/2016;2016;289043;;;;289043;;;;
860035648;31/12/2016;2016;198146;;;;;;;;
860035675;31/12/2016;2016;160624;;;;;;;;
860035715;31/12/2016;2016;564515;;;;;;;;
860035858;31/12/2016;2016;22542;;;;;;;;
860035909;31/12/2016;2016;-480993;;;;;;;;
860036134;31/12/2016;2016;22842;;;;;;;;
860036288;31/12/2016;2016;20551;;;;;;;;
860036365;31/12/2016;2016;752417;;;;752417;;;;
860036450;31/12/2016;2016;-19284;;;;;;;;
860036478;31/12/2016;2016;203574;0;0;0;203574;0;0;0;0
860036532;31/12/2016;2016;-63680;;;;;;;;
860036542;31/12/2016;2016;-109068;0;0;0;-109068;0;0;0;0
860036688;31/12/2016;2016;61192;;;;;;;;
860036763;31/12/2016;2016;-108409;;;;-108409;;;;
860036892;31/12/2016;2016;2829046;;;;;;;;
860037009;31/12/2016;2016;-52324;;;;;;;;
860037037;31/12/2016;2016;946785;;;;946785;;;;
860037107;31/12/2016;2016;-80454;;;;;;;;
860037111;31/12/2016;2016;2092627;;;;;;;;
860037315;31/12/2016;2016;285774;;;;;;;;
860037338;31/12/2016;2016;-801175;;;;;;;;
860037358;31/12/2016;2016;176886;;;;;;;;
860037382;31/12/2016;2016;-821440;;;;-821440;;;;
860037457;31/12/2016;2016;381769;;;;;;;;
860037607;31/12/2016;2016;12366;;;;12366;;;;
860037674;31/12/2016;2016;391285;;;;;;;;
860037699;31/12/2016;2016;463993;;;;;;;;
860037703;31/12/2016;2016;-60190;;13460;13460;-46730;13460;;;
860037777;31/12/2016;2016;1477321;169887;169887;6683;1484004;;;-163204;-163204
860037889;31/12/2016;2016;9836;;;;9836;;;;
860037914;31/12/2016;2016;-6038273;;;;;;;;
860037943;31/12/2016;2016;279844;;;;;;;;
860038065;31/12/2016;2016;186766;;;;186766;;;;
860038140;31/12/2016;2016;195675;;;;195675;;;;
860038169;31/12/2016;2016;192698;;;;;;;;
860038185;31/12/2016;2016;40112;;;;;;;;
860038298;31/12/2016;2016;-610004;;;;;;;;
860038466;31/12/2016;2016;347955;;;;;;;;
860038501;31/12/2016;2016;-149728;;;;;;;;
860038516;31/12/2016;2016;293921;;;;;;;;
860038553;31/12/2016;2016;40958;;;;;;;;
860038569;31/12/2016;2016;6123;;;;;;;;
860038591;31/12/2016;2016;-64149;;;;;;;;
860038652;31/12/2016;2016;322352;;;;;;;;
860038671;31/12/2016;2016;3825760;;;;3825760;;;;
860038683;31/12/2016;2016;140940;;;;;;;;
860038709;31/12/2016;2016;-7857;;;;-7857;;;;
860038810;31/12/2016;2016;155628;;0;0;155628;0;;;
860038933;31/12/2016;2016;1352693;0;0;0;1352693;0;0;0;0
860039024;31/12/2016;2016;915607;;;;;;;;
860039262;31/12/2016;2016;310449;;;;;;;;
860039286;31/12/2016;2016;981141;;;;;;;;
860039348;31/12/2016;2016;56925;;;;;;;;
860039410;31/12/2016;2016;49939;;;;;;;;
860039540;31/12/2016;2016;336805;0;0;0;336805;0;0;0;0
860039586;31/12/2016;2016;-4336727;;;;-4336727;;;;
860039691;31/12/2016;2016;1317425;;;;;;;;
860039789;31/12/2016;2016;114093;702913;702913;702913;817006;0;0;0;0
860039841;31/12/2016;2016;-416175;;;;;;;;
860039858;31/12/2016;2016;67785023;;;;;;;;
860039903;31/12/2016;2016;-4210863;0;0;0;-4210863;0;0;0;0
860040059;31/12/2016;2016;322536;;;;;;;;
860040138;31/12/2016;2016;64813;;;;64813;;;;
860040471;31/12/2016;2016;414360;;;;;;;;
860040804;31/12/2016;2016;315850;;;;315850;;;;
860040872;31/12/2016;2016;247098;;;;;;;;
860040929;31/12/2016;2016;635767;;;;;;;;
860041019;31/12/2016;2016;22527;;;;;;;;
860041021;31/12/2016;2016;355578;0;0;0;355578;0;0;0;0
860041265;31/12/2016;2016;462346;;;;;;;;
860041299;31/12/2016;2016;325338;;;;;;;;
860041416;31/12/2016;2016;395482;0;0;0;395482;0;0;0;0
860041418;31/12/2016;2016;-174248;;;;;;;;
860041662;31/12/2016;2016;1762298;;;;1762298;;;;
860041889;31/12/2016;2016;1114124;;;;1114124;;;;
860041918;31/12/2016;2016;158965;;;;158965;;;;
860041926;31/12/2016;2016;38316;;;;;;;;
860042069;31/12/2016;2016;205634;;;;;;;;
860042169;31/12/2016;2016;79112;;;;;;;;
860042341;31/12/2016;2016;-232123;;;;;;;;
860042349;31/12/2016;2016;-301314;;;;;;;;
860042414;31/12/2016;2016;1721853;;;;1721853;;;;
860042431;31/12/2016;2016;741111;;;;;;;;
860042545;31/12/2016;2016;179899;;;;179899;;;;
860042566;31/12/2016;2016;314834;;;;;;;;
860042593;31/12/2016;2016;344003;;;;;;;;
860042784;31/12/2016;2016;596169;;;;;;;;
860042875;31/12/2016;2016;174293;0;0;0;174293;0;0;0;0
860042985;31/12/2016;2016;1413281;0;0;0;1413281;0;0;0;0
860043092;31/12/2016;2016;813559;;;;;;;;
860043263;31/12/2016;2016;47418;;;;;;;;
860043299;31/12/2016;2016;4752783;;;;;;;;
860043347;31/12/2016;2016;518658;;;;518658;;;;
860043397;31/12/2016;2016;122244;0;0;0;122244;0;0;;
860043526;31/12/2016;2016;502844;;;;;;;;
860043661;31/12/2016;2016;-3453;0;0;0;-3453;0;0;0;0
860043882;31/12/2016;2016;-153006;;;;;;;;
860044136;31/12/2016;2016;-1497670;;221398;221398;-1276272;221398;;;
860044198;31/12/2016;2016;1714724;0;0;0;1714724;0;0;0;0
860044421;31/12/2016;2016;107325;;204975;204975;312300;;204975;;
860044466;31/12/2016;2016;1718150;;;;;;;;
860044702;31/12/2016;2016;-475969;0;0;0;-475969;0;0;0;0
860044928;31/12/2016;2016;1370017;;;;1370017;;;;
860044960;31/12/2016;2016;157927;;;;;;;;
860045061;31/12/2016;2016;497261;;;;;;;;
860045068;31/12/2016;2016;396902;0;0;0;396902;0;0;0;0
860045078;31/12/2016;2016;104843;;;;;;;;
860045117;31/12/2016;2016;3545660;;;;3545660;;;;
860045147;31/12/2016;2016;923871;;;;;;;;
860045178;31/12/2016;2016;284000;;;;;;;;
860045210;31/12/2016;2016;145101;;;;;;;;
860045343;31/12/2016;2016;1391106;;;;;;;;
860045379;31/12/2016;2016;2884563;;;;;;;;
860045541;31/12/2016;2016;69884;;;;;;;;
860045648;31/12/2016;2016;594032;0;0;0;594032;0;0;0;0
860045671;31/12/2016;2016;825834;;;;;;;;
860045744;31/12/2016;2016;215292;;;;;;;;
860045761;31/12/2016;2016;-258033;;;;;;;;
860045764;31/12/2016;2016;1844924;0;0;0;1844924;0;0;0;0
860045838;31/12/2016;2016;494035;;;;494035;;;;
860045877;31/12/2016;2016;98014;;;;;;;;
860045926;31/12/2016;2016;140355;;;;140355;;;;
860045999;31/12/2016;2016;58732;;;;;;;;
860046178;31/12/2016;2016;-406874;;;;;;;;
860046263;31/12/2016;2016;-673557;;;;;;;;
860046328;31/12/2016;2016;555386;;;0;555386;;;0;0
860046379;31/12/2016;2016;-627499;;-3071;-3071;-630570;-3071;;;
860046520;31/12/2016;2016;639047;;;;639047;;;;
860046684;31/12/2016;2016;-4420;0;0;0;-4420;0;0;0;0
860046723;31/12/2016;2016;751418;;;;;;;;
860046755;31/12/2016;2016;452348;;;;;;;;
860046799;31/12/2016;2016;-661037;;;;;;;;
860046806;31/12/2016;2016;-19116;;;;;;;;
860046812;31/12/2016;2016;571000;;;;;;;;
860046890;31/12/2016;2016;1392834;0;0;0;1392834;0;0;0;0
860047056;31/12/2016;2016;402158;;;;;;;;
860047083;31/12/2016;2016;434659;;;;;;;;
860047104;31/12/2016;2016;139079;;;;139079;;;;
860047163;31/12/2016;2016;3467674;;;;;;;;
860047214;31/12/2016;2016;125925;;;;;;;;
860047354;31/12/2016;2016;980982;;;-336488;644494;;;-336488;-336488
860047372;31/12/2016;2016;1807476;;;9538;1817014;;;9538;9538
860047379;31/12/2016;2016;329133;;;;;;;;
860047427;31/12/2016;2016;206729;0;;;;;;;
860047906;31/12/2016;2016;146995;;;;;;;;
860048011;31/12/2016;2016;269481;;;;;;;;
860048143;31/12/2016;2016;-195085;0;0;0;-195085;0;0;0;0
860048247;31/12/2016;2016;603581;2700000;2700000;2700000;3303581;0;0;0;0
860048346;31/12/2016;2016;-1425115;;;;;;;;
860048371;31/12/2016;2016;10827784;0;0;0;10827784;0;0;0;0
860048429;31/12/2016;2016;1308099;;;;;;;;
860048434;31/12/2016;2016;1065598;;;;;;;;
860048532;31/12/2016;2016;3852165;0;0;0;3852165;;;;
860048626;31/12/2016;2016;13514668;;;;;;;;
860048647;31/12/2016;2016;5553;0;0;0;5553;0;0;;
860048852;31/12/2016;2016;307992;;;0;307992;;;0;0
860048909;31/12/2016;2016;124605;;;;;;;;
860049100;31/12/2016;2016;88792;;;;88792;;;;
860049251;31/12/2016;2016;82626;;;;82626;;;;
860049521;31/12/2016;2016;4121148;-178812;-178812;-178812;3942336;0;0;0;0
860049609;31/12/2016;2016;308500;;;;;;;;
860049641;31/12/2016;2016;646891;0;-4845;-4845;642046;-4845;0;0;0
860049837;31/12/2016;2016;148301;;;;;;;;
860049841;31/12/2016;2016;224817;;;;;;;;
860049851;31/12/2016;2016;775699;;;;775699;;;;
860049890;31/12/2016;2016;62293020;;;;;;;;
860049957;31/12/2016;2016;1837782;;;;1837782;;;;
860050009;31/12/2016;2016;-79345;;;;;;;;
860050012;31/12/2016;2016;62146;;;;;;;;
860050146;31/12/2016;2016;609512;;;;609512;;;;
860050161;31/12/2016;2016;409182;0;0;0;409182;0;0;0;0
860050222;31/12/2016;2016;-510790;;;;-510790;;;;
860050321;31/12/2016;2016;1295347;;;;1295347;;;;
860050371;31/12/2016;2016;242933;;;;;;;;
860050471;31/12/2016;2016;9504635;;;;;;;;
860050591;31/12/2016;2016;-272547;;;;-272547;;;;
860050660;31/12/2016;2016;115074;;;;115074;;;;
860050777;31/12/2016;2016;542347;;;;542347;;;;
860050799;31/12/2016;2016;111332;;;;;;;;
860050917;31/12/2016;2016;625773;;;;;;;;
860051112;31/12/2016;2016;118963;;;;118963;;;;
860051227;31/12/2016;2016;-2140048;;-4000;-4000;-2144048;-4000;;;
860051447;31/12/2016;2016;8433327;;;;8433327;;;;
860051471;31/12/2016;2016;1895;;;;;;;;
860051534;31/12/2016;2016;203356;0;0;0;203356;0;0;0;0
860051579;31/12/2016;2016;-964194;544525;544525;544525;-419669;0;0;0;0
860051638;31/12/2016;2016;16322;0;0;0;16322;0;0;0;0
860051722;31/12/2016;2016;-89663;;;;;;;;
860051728;31/12/2016;2016;63387;;;;;;;;
860051814;31/12/2016;2016;971472;0;0;0;971472;0;0;0;0
860051939;31/12/2016;2016;-167080;;;;;;;;
860052064;31/12/2016;2016;-1544435;;;;;;;;
860052146;31/12/2016;2016;288132;;;;;;;;
860052160;31/12/2016;2016;308940;;;;308940;;;;
860052264;31/12/2016;2016;972892;;;;;;;;
860052265;31/12/2016;2016;-118359;;;;;;;;
860052317;31/12/2016;2016;22602;;;;;;;;
860052343;31/12/2016;2016;155994;0;0;0;155994;0;0;;
860052417;31/12/2016;2016;642653;0;0;0;642653;0;0;0;0
860052578;31/12/2016;2016;88998;;;;;;;;
860052593;31/12/2016;2016;146914;;;;;;;;
860052601;31/12/2016;2016;681526;0;0;0;681526;0;0;0;0
860052616;31/12/2016;2016;1175688;0;0;0;1175688;0;0;0;0
860052649;31/12/2016;2016;1960693;;;;1960693;;;;
860052715;31/12/2016;2016;85191;;;;;;;;
860052762;31/12/2016;2016;-219409;0;0;0;-219409;0;0;0;0
860052938;31/12/2016;2016;2508677;0;0;0;2508677;0;0;;
860053210;31/12/2016;2016;-2979400;21041923;21041923;21041923;18062523;;;;
860053274;31/12/2016;2016;160599;;;;160599;;;;
860053330;31/12/2016;2016;110336;;;;;;;;
860053373;31/12/2016;2016;51929;;;;;;;;
860053376;31/12/2016;2016;-52305;;;;;;;;
860053439;31/12/2016;2016;585121;0;31452;31452;616573;31452;0;0;0
860053457;31/12/2016;2016;52491;0;0;0;52491;0;0;;
860053476;31/12/2016;2016;13052;;;;;;;;
860053658;31/12/2016;2016;76796;;;;;;;;
860053659;31/12/2016;2016;1728005;;;;;;;;
860053831;31/12/2016;2016;-551593;0;0;0;-551593;0;0;0;0
860053840;31/12/2016;2016;7981;;;4111;12092;;;4111;4111
860053892;31/12/2016;2016;61669;;0;0;61669;0;;;
860053895;31/12/2016;2016;118618;;4051408;4051408;4170026;4051408;;;
860053942;31/12/2016;2016;-1980036;;;;;;;;
860053949;31/12/2016;2016;10744;;;;;;;;
860054090;31/12/2016;2016;183644;;;;;;;;
860054227;31/12/2016;2016;198782;;;;;;;;
860054252;31/12/2016;2016;128797;-2341;-2341;-2341;126456;;;;
860054304;31/12/2016;2016;471502;;;;;;;;
860054419;31/12/2016;2016;-21746;0;0;0;-21746;0;0;;
860054478;31/12/2016;2016;17470;;;;17470;;;;
860054494;31/12/2016;2016;3069012;;0;0;3069012;0;;;
860054518;31/12/2016;2016;26443;;;;;;;;
860054749;31/12/2016;2016;-42492404;;;;;;;;
860054781;31/12/2016;2016;-382069;0;0;0;-382069;0;0;0;0
860054851;31/12/2016;2016;156683;;;;;;;;
860054862;31/12/2016;2016;144619;;;;;;;;
860055067;31/12/2016;2016;1021407;;;;;;;;
860055069;31/12/2016;2016;38224;0;0;0;38224;0;0;0;0
860055076;31/12/2016;2016;85804;;4449;4449;90253;4449;;;
860055371;31/12/2016;2016;1233161;1821820;1821820;1821820;3054981;0;0;0;0
860055412;31/12/2016;2016;-80129;;;;;;;;
860055454;30/09/2016;2016-sep;5619636;;;;;;;;
860055454;31/12/2016;2016-dic;-65251;;;;;;;;
860055454;31/12/2016;2016-sep;5619636;;;;;;;;
860055471;31/12/2016;2016;59350;;;;;;;;
860055506;31/12/2016;2016;1544705;;;;;;;;
860055528;31/12/2016;2016;463784;;;;;;;;
860055557;31/12/2016;2016;833046;0;0;0;833046;0;0;0;0
860055558;31/12/2016;2016;-138890;;;;;;;;
860055913;31/12/2016;2016;448512;;;;;;;;
860056098;31/12/2016;2016;289125;;;;;;;;
860056147;31/12/2016;2016;208287;0;0;0;208287;0;0;0;0
860056203;31/12/2016;2016;-358557;;;;;;;;
860056330;31/12/2016;2016;193466;;;;193466;;;;
860056364;31/12/2016;2016;267732;;;;267732;;;;
860056378;31/12/2016;2016;-46354;0;0;0;-46354;0;0;0;0
860056497;31/12/2016;2016;15801;;;;;;;;
860056502;31/12/2016;2016;127647;531850;531850;531850;659497;;;;
860056898;31/12/2016;2016;303364;;;;;;;;
860057131;31/12/2016;2016;-42945;0;0;0;-42945;0;0;0;0
860057144;31/12/2016;2016;-120409;;;;;;;;
860057217;31/12/2016;2016;29089;;;;;;;;
860057349;31/12/2016;2016;3026460;0;0;0;3026460;0;0;0;0
860057406;31/12/2016;2016;161689;;;;;;;;
860058077;31/12/2016;2016;621838;;;;;;;;
860058086;31/12/2016;2016;642986;;;;;;;;
860058146;31/12/2016;2016;78719;0;0;0;78719;0;0;0;0
860058394;31/12/2016;2016;12884;;;;;;;;
860058433;31/12/2016;2016;601753;0;0;0;601753;0;0;0;0
860058536;31/12/2016;2016;233445;0;0;0;233445;0;0;0;0
860058553;31/12/2016;2016;2229401;;;;;;;;
860058831;31/12/2016;2016;1449839;;;;;;;;
860058913;31/12/2016;2016;10738;0;0;0;10738;0;0;0;0
860058927;31/12/2016;2016;-1078299;;;;;;;;
860058975;31/12/2016;2016;366171;;;59024;425195;;;59024;59024
860058979;31/12/2016;2016;3304979;;;;;;;;
860059001;31/12/2016;2016;223033;0;0;0;223033;0;0;0;0
860059038;31/12/2016;2016;527679;;;;;;;;
860059061;31/12/2016;2016;6418;0;0;0;6418;0;0;0;0
860059124;31/12/2016;2016;388878;;;;388878;;;;
860059171;31/12/2016;2016;52177;;;;;;;;
860059174;31/12/2016;2016;144956;;;;;;;;
860059265;31/12/2016;2016;35737;20260150;30758178;30758178;30793915;10498028;;;
860059271;31/12/2016;2016;-193764;279064;279064;279064;85300;;;;
860059310;31/12/2016;2016;130617;;;;;;;;
860059462;31/12/2016;2016;1402750;;;;1402750;;;;
860059470;31/12/2016;2016;34849;;;;;;;;
860059471;31/12/2016;2016;1613156;;;;;;;;
860059539;31/12/2016;2016;-145356;;;;-145356;;;;
860059687;31/12/2016;2016;-1115328;;;;;;;;
860059794;31/12/2016;2016;-233098;;;;-233098;;;;
860059799;31/12/2016;2016;1660596;;;;;;;;
860059971;31/12/2016;2016;8657364;;;;;;;;
860059985;31/12/2016;2016;560485;;;;;;;;
860060255;31/12/2016;2016;1056641;;;;;;;;
860060265;31/12/2016;2016;222410;;;;;;;;
860060440;31/12/2016;2016;84221;;;;;;;;
860060543;31/12/2016;2016;377997;0;0;0;377997;0;0;0;0
860060579;31/12/2016;2016;167857;;;;167857;;;;
860061039;31/12/2016;2016;172804;;;;172804;;;;
860061102;31/12/2016;2016;167859;;;;;;;;
860061103;31/12/2016;2016;209649;;;;;;;;
860061104;31/12/2016;2016;105086;;;;;;;;
860061140;31/12/2016;2016;118025;;;;;;;;
860061244;31/12/2016;2016;586105;;76;76;586181;76;;;
860061253;31/12/2016;2016;1297870;;;;;;;;
860061269;31/12/2016;2016;1296589;;;;;;;;
860061270;31/12/2016;2016;1282383;;;;;;;;
860061271;31/12/2016;2016;1348844;;;;;;;;
860061273;31/12/2016;2016;1280236;;;;;;;;
860061339;31/12/2016;2016;1016542;;;;1016542;;;;
860061403;31/12/2016;2016;877940;0;0;0;877940;0;0;0;0
860061480;31/12/2016;2016;371650;0;0;0;371650;0;0;0;0
860061577;31/12/2016;2016;72078;;;;;;;;
860061579;31/12/2016;2016;648391;;;;;;;;
860061594;31/12/2016;2016;-367380;;;;;;;;
860061901;31/12/2016;2016;-32096;;;;;;;;
860061938;31/12/2016;2016;128739;;;;;;;;
860061980;31/12/2016;2016;-46679;;;;;;;;
860062025;31/12/2016;2016;-69782;;;;;;;;
860062084;31/12/2016;2016;173682;;;;;;;;
860062121;31/12/2016;2016;-2502562;;;;;;;;
860062288;31/12/2016;2016;274551;;;;274551;;;;
860062444;31/12/2016;2016;381572;166509;166509;166509;548081;;;;
860062466;31/12/2016;2016;-1660958;0;0;0;-1660958;0;0;0;0
860062553;31/12/2016;2016;58448;;;;;;;;
860062629;31/12/2016;2016;125178;;;;125178;;;;
860062703;31/12/2016;2016;716486;3062386;3062386;3062386;3778872;;;;
860062719;31/12/2016;2016;-22720135;;;;-22720135;;;;
860062942;31/12/2016;2016;30391;;;;;;;;
860063039;31/12/2016;2016;366555;;;;;;;;
860063082;31/12/2016;2016;-360026;0;0;0;-360026;0;0;0;0
860063161;31/12/2016;2016;61232;;;;;;;;
860063201;31/12/2016;2016;363771;;;;;;;;
860063810;31/12/2016;2016;7896574;13207726;13207726;13207726;21104300;0;0;0;0
860063905;31/12/2016;2016;128841;;;;;;;;
860064146;31/12/2016;2016;97937;;;;97937;;;;
860065036;31/12/2016;2016;430378;;;;;;;;
860065104;31/12/2016;2016;-23895;0;0;0;;0;0;0;0
860065302;31/12/2016;2016;179690;;;;179690;;;;
860065309;31/12/2016;2016;786254;;;;;;;;
860065452;31/12/2016;2016;132189;;;;;;;;
860065545;31/12/2016;2016;45236;;;;45236;;;;
860065624;31/12/2016;2016;-6610889;;;;-6610889;;;;
860065656;31/12/2016;2016;1394960;;;;;;;;
860065678;31/12/2016;2016;61459;;;;;;;;
860065736;31/12/2016;2016;1135706;;;;;;;;
860065793;31/12/2016;2016;783860;0;0;0;783860;0;0;0;0
860065795;31/12/2016;2016;2127303;;;;2127303;;;;
860065847;31/12/2016;2016;206142;0;0;0;206142;0;0;0;0
860065995;31/12/2016;2016;-11148;;;;;;;;
860066200;31/12/2016;2016;204805;;;;;;;;
860066674;31/12/2016;2016;228095;;;;228095;;;;
860066677;31/12/2016;2016;601500;;;;;;;;
860066749;31/12/2016;2016;343090;0;0;0;343090;0;0;0;0
860066875;31/12/2016;2016;923478;0;0;0;923478;0;0;0;0
860067062;31/12/2016;2016;672077;;;;;;;;
860067291;31/12/2016;2016;138996;0;0;0;138996;0;0;0;0
860067303;31/12/2016;2016;43261;;;;;;;;
860067526;31/12/2016;2016;-363732;0;0;0;-363732;0;0;0;0
860067561;31/12/2016;2016;1044360;;560730;852042;1896402;1030;559700;;291312
860067604;31/12/2016;2016;78396;;;;;;;;
860067643;31/12/2016;2016;110543;;;;;;;;
860068083;31/12/2016;2016;615085;0;0;0;615085;0;0;0;0
860068217;31/12/2016;2016;-8896;;;;-8896;;;;
