Nit;Fecha Corte;Duracion;Ganancia (pérdida);Otro resultado integral, neto de impuestos, ganancias (pérdidas) por revaluación;Total otro resultado integral que no se reclasificará al resultado del periodo, neto de impuestos;Total otro resultado integral;Resultado integral total;Otro resultado integral, neto de impuestos, diferencias de cambio por conversión;Otro resultado integral, neto de impuestos, ganancias (pérdidas) actuariales por planes de beneficios definidos;Ganancias (pérdidas) por coberturas de flujos de efectivo, neto de impuestos;Total otro resultado integral que se reclasificará al resultado del periodo, neto de impuestos
830506343;31/12/2016;2016;20373;;;;;;;;
830506352;31/12/2016;2016;-284316;;;;;;;;
830506462;31/12/2016;2016;53570;;;;53570;;;;
830506514;31/12/2016;2016;53744;2307218;2307218;2307218;2360962;;;;
830506601;31/12/2016;2016;144063;;;;;;;;
830506608;31/12/2016;2016;871458;;;;;;;;
830506672;31/12/2016;2016;936136;;;;;;;;
830506728;31/12/2016;2016;109137;;;;;;;;
830506826;31/12/2016;2016;-804317;;;;;;;;
830506884;31/12/2016;2016;791248;;;;;;;;
830507038;31/12/2016;2016;194205;;;;194205;;;;
830507100;31/12/2016;2016;-318984;;;;;;;;
830507113;31/12/2016;2016;-326457;;;;;;;;
830507165;31/12/2016;2016;1114551;;;;1114551;;;;
830507195;31/12/2016;2016;235224;0;0;0;235224;0;0;0;0
830507283;31/12/2016;2016;1947741;;;;;;;;
830507325;31/12/2016;2016;7035;;;;;;;;
830507490;31/12/2016;2016;42487;;;;;;;;
830507587;31/12/2016;2016;1290432;;;;;;;;
830507737;31/12/2016;2016;53085;;;;;;;;
830507738;31/12/2016;2016;15359401;;;;;;;;
830507750;31/12/2016;2016;418697;;;;;;;;
830507760;31/12/2016;2016;343611;;;0;343611;;;0;0
830507982;31/12/2016;2016;242716;;;;;;;;
830508098;31/12/2016;2016;155556;0;0;0;155556;0;0;0;0
830508168;31/12/2016;2016;280656;;;;280656;;;;
830508185;31/12/2016;2016;306306;0;0;0;306306;0;0;0;0
830508320;31/12/2016;2016;584881;;;;;;;;
830508604;31/12/2016;2016;-2570356;0;0;0;-2570356;0;0;0;0
830508667;31/12/2016;2016;1478551;;;;;;;;
830508765;31/12/2016;2016;-106549;;;;;;;;
830508807;31/12/2016;2016;-156059;0;0;0;-156059;0;0;0;0
830508823;31/12/2016;2016;188341;;;;188341;;;;
830508860;31/12/2016;2016;15110;;;;;;;;
830509024;31/12/2016;2016;-498735;;;;-498735;;;;
830509094;31/12/2016;2016;790862;;;;;;;;
830509133;31/12/2016;2016;2291498;;;;2291498;;;;
830509141;31/12/2016;2016;1916678;3680417;3680417;3680417;5597095;;;;
830509182;31/12/2016;2016;15829;;;;;;;;
830509276;31/12/2016;2016;2023959;;;;2023959;;;;
830509294;31/12/2016;2016;-380039;;;;;;;;
830509468;31/12/2016;2016;268017;;;;;;;;
830509496;31/12/2016;2016;50383;;;;;;;;
830509629;31/12/2016;2016;29093;;;;29093;;;;
830509630;31/12/2016;2016;1171348;0;0;0;1171348;0;0;0;0
830509635;31/12/2016;2016;144284;;;;144284;;;;
830509690;31/12/2016;2016;511907;;;;;;;;
830509713;31/12/2016;2016;483872;;;;;;;;
830509714;31/12/2016;2016;408631;;;;408631;;;;
830509852;31/12/2016;2016;113553;;;;113553;;;;
830509989;31/12/2016;2016;239052;24089;24089;24089;263141;;;;
830510194;31/12/2016;2016;-109559;;;;;;;;
830510216;31/12/2016;2016;57752;0;0;0;57752;0;0;0;0
830510425;31/12/2016;2016;26655;;;;;;;;
830510758;31/12/2016;2016;1693515;;;;;;;;
830510783;31/12/2016;2016;657200;;;;657200;;;;
830510902;31/12/2016;2016;217812;;;;;;;;
830510909;31/12/2016;2016;1909178;0;0;0;1909178;0;0;0;0
830510942;31/12/2016;2016;292097;;;;;;;;
830510969;31/12/2016;2016;166866;;;;;;;;
830511044;31/12/2016;2016;2993078;0;0;0;2993078;0;0;;
830511110;31/12/2016;2016;1141153;;;;1141153;;;;
830511125;31/12/2016;2016;500177;;;;;;;;
830511261;31/12/2016;2016;18945;;;;;;;;
830511271;31/12/2016;2016;-383547;;;;;;;;
830511288;31/12/2016;2016;9490843;;;;;;;;
830511301;31/12/2016;2016;7870;;;;;;;;
830511325;31/12/2016;2016;-11714;;;;;;;;
830511329;31/12/2016;2016;1827487;;;;;;;;
830511401;31/12/2016;2016;-4225;;;;-4225;;;;
830511486;31/12/2016;2016;8202459;;;;;;;;
830511492;31/12/2016;2016;186064;;;;;;;;
830511542;31/12/2016;2016;48088;0;0;0;48088;0;0;0;0
830511584;31/12/2016;2016;1107000;;;;;;;;
830511745;31/12/2016;2016;276715;;;;276715;;;;
830511769;31/12/2016;2016;9287;;;;;;;;
830511773;31/12/2016;2016;954234;0;0;0;954234;0;0;0;0
830512209;31/12/2016;2016;145537;;;;;;;;
830512218;31/12/2016;2016;546034;0;0;0;546034;0;0;0;0
830512264;31/12/2016;2016;1634698;0;0;0;1634698;0;0;0;0
830512285;31/12/2016;2016;1676054;0;0;0;1676054;0;0;0;0
830512320;31/12/2016;2016;339733;;;;;;;;
830512324;31/12/2016;2016;62174;;;;;;;;
830512347;31/12/2016;2016;1273975;0;0;0;1273975;0;0;0;0
830512478;31/12/2016;2016;138605;0;0;0;138605;0;0;0;0
830512495;31/12/2016;2016;167633;;;;;;;;
830512506;31/12/2016;2016;-289304;;;;;;;;
830512550;31/12/2016;2016;33975;0;0;0;33975;0;0;0;0
830512582;31/12/2016;2016;145680;;;;;;;;
830512587;31/12/2016;2016;253729;;;;;;;;
830512609;31/12/2016;2016;150713;;;;150713;;;;
830512688;31/12/2016;2016;452474;;;;452474;;;;
830512719;31/12/2016;2016;205897;0;0;0;205897;0;0;0;0
830512800;31/12/2016;2016;22961;;;;22961;;;;
830513073;31/12/2016;2016;-59930;;;;-59930;;;;
830513120;31/12/2016;2016;579270;;;;579270;;;;
830513246;31/12/2016;2016;-2599494;;;;-2599494;;;;
830513314;31/12/2016;2016;-1396089;;;;;;;;
830513325;31/12/2016;2016;-21843;;;;;;;;
830513404;31/12/2016;2016;-11604;0;0;0;-11604;0;0;0;0
830513441;31/12/2016;2016;581125;;;;581125;;;;
830513638;31/12/2016;2016;220439;;;;;;;;
830513644;31/12/2016;2016;-45995;;;;;;;;
830513729;31/12/2016;2016;4842326;;;;;;;;
830513781;31/12/2016;2016;-147783;;;;;;;;
830513828;31/12/2016;2016;-1921162;;;;;;;;
830513942;31/12/2016;2016;528504;;;;;;;;
830513999;31/12/2016;2016;425291;0;0;0;425291;0;0;0;0
830514029;31/12/2016;2016;275840;;355113;355113;630953;355113;;;
830514089;31/12/2016;2016;-1601340;0;0;0;-1601340;0;0;0;0
830514296;31/12/2016;2016;-1502363;;;;;;;;
830514450;31/12/2016;2016;-481302;0;0;0;-481302;0;0;0;0
830514578;31/12/2016;2016;427699;;;;;;;;
830514610;31/12/2016;2016;528010;0;0;0;528010;0;0;0;0
830514620;31/12/2016;2016;-28170;;;;;;;;
830514947;31/12/2016;2016;6184;0;0;0;6184;0;0;0;0
830514951;31/12/2016;2016;9208;;;;;;;;
830514973;31/12/2016;2016;568189;;;;568189;;;;
830515037;31/12/2016;2016;-462308;;;;;;;;
830515117;31/12/2016;2016;1302054;;;;;;;;
830515132;31/12/2016;2016;407185;;;;;;;;
830515183;31/12/2016;2016;1275152;625098;625098;625098;1900250;;;;
830515226;31/12/2016;2016;297871;;;;;;;;
830515280;31/12/2016;2016;443447;;;;443447;;;;
830515294;31/12/2016;2016;698233;;;;;;;;
830515326;31/12/2016;2016;262016;;;;;;;;
830515513;31/12/2016;2016;66529;;;;;;;;
832000123;31/12/2016;2016;98750;;;;;;;;
832000375;31/12/2016;2016;60848;;;;60848;;;;
832000432;31/12/2016;2016;-976853;;;;;;;;
832000525;31/12/2016;2016;513808;;;;;;;;
832000662;31/12/2016;2016;4236179;0;0;0;4236179;0;0;;
832000722;31/12/2016;2016;71280;;;;71280;;;;
832000803;31/12/2016;2016;295895;;;;;;;;
832000933;31/12/2016;2016;372231;;;;;;;;
832000964;31/12/2016;2016;209941;;;;;;;;
832001034;31/12/2016;2016;186624;;;;;;;;
832001168;31/12/2016;2016;958479;;;;;;;;
832001178;31/12/2016;2016;44445;;;;;;;;
832001266;31/12/2016;2016;225645;0;0;0;225645;0;0;0;0
832001292;31/12/2016;2016;7122933;;;;;;;;
832001334;31/12/2016;2016;-38367;;;;;;;;
832001398;31/12/2016;2016;91731;;;;;;;;
832001581;31/12/2016;2016;39159;;;;;;;;
832001729;31/12/2016;2016;1732444;;;;1732444;;;;
832001755;31/12/2016;2016;63491;;;;;;;;
832001805;31/12/2016;2016;54833;;;;54833;;;;
832001905;31/12/2016;2016;383110;;1;1;383111;1;;;
832001999;31/12/2016;2016;-96101;;;;;;;;
832002243;31/12/2016;2016;254942;0;0;0;254942;0;0;0;0
832002321;31/12/2016;2016;-41519;;;;;;;;
832002451;31/12/2016;2016;1959073;;;;;;;;
832003079;31/12/2016;2016;1252506;0;0;0;1252506;0;0;0;0
832003160;31/12/2016;2016;-76190;;;;;;;;
832003310;31/12/2016;2016;39379;0;0;0;39379;0;0;0;0
832003363;31/12/2016;2016;96348;;;;96348;;;;
832003419;31/12/2016;2016;352949;;;;;;;;
832003502;31/12/2016;2016;22594;;;;;;;;
832003626;31/12/2016;2016;72364;;;;;;;;
832003952;31/12/2016;2016;84167;;;;84167;;;;
832003974;31/12/2016;2016;188448;0;0;0;188448;0;0;0;0
832004129;31/12/2016;2016;289561;;;;;;;;
832004150;31/12/2016;2016;104348;;;;;;;;
832004155;31/12/2016;2016;494147;;;;;;;;
832004175;31/12/2016;2016;-97561;;;;;;;;
832004189;31/12/2016;2016;-922387;;;;-922387;;;;
832004332;31/12/2016;2016;1091023;;0;0;1091023;;;;
832004366;31/12/2016;2016;12045;;;;;;;;
832004397;31/12/2016;2016;487555;;;;;;;;
832004711;31/12/2016;2016;-777167;;;;;;;;
832004823;31/12/2016;2016;350903;;;;;;;;
832005021;31/12/2016;2016;99084;;;;;;;;
832005060;31/12/2016;2016;-71097;;;;;;;;
832005258;31/12/2016;2016;111397;;;;;;;;
832005277;31/12/2016;2016;30043;0;0;0;30043;0;0;0;0
832005581;31/12/2016;2016;-857338;;;;-857338;;;;
832005617;31/12/2016;2016;8881955;;;;8881955;;;;
832005759;31/12/2016;2016;99282;;;;;;;;
832005910;31/12/2016;2016;22736;;;;22736;;;;
832006328;31/12/2016;2016;399711;;;;399711;;;;
832006614;31/12/2016;2016;-95608;;;;;;;;
832007068;31/12/2016;2016;39739;;-392194;-392194;-352455;;-392194;;
832007400;31/12/2016;2016;99496;;;;;;;;
832007855;31/12/2016;2016;1366169;;;;;;;;
832008464;31/12/2016;2016;1234740;;;;;;;;
832008540;31/12/2016;2016;3043503;0;0;0;3043503;0;0;0;0
832008555;31/12/2016;2016;547014;;;;;;;;
832009008;31/12/2016;2016;5427;0;0;0;5427;0;0;;
832009053;31/12/2016;2016;67822;;;;67822;;;;
832009115;31/12/2016;2016;153687;0;0;0;153687;0;0;0;0
832009379;31/12/2016;2016;142962;;;;;;;;
832009569;31/12/2016;2016;622597;;;;;;;;
832009656;31/12/2016;2016;41530;0;0;0;41530;0;0;0;0
832009759;31/12/2016;2016;-506261;150606;150606;150606;-355655;0;0;0;0
832010100;31/12/2016;2016;126611;;;;;;;;
832010184;31/12/2016;2016;-50025;;;;;;;;
832010212;31/12/2016;2016;4239524;;;;;;;;
832010305;31/12/2016;2016;1249764;;;;1249764;;;;
832010308;31/12/2016;2016;16484;;;;;;;;
832010465;31/12/2016;2016;30614;;;;;;;;
832010507;31/12/2016;2016;141619;;;;141619;;;;
832010623;31/12/2016;2016;71828;;;;;;;;
832010656;31/12/2016;2016;14853;;272548;272548;287401;272548;;;
832010694;31/12/2016;2016;109249;;;;109249;;;;
832010882;31/12/2016;2016;9727;91501;91501;91501;101228;;;;
832010927;31/12/2016;2016;502705;;;;;;;;
832011318;31/12/2016;2016;63770;;;;;;;;
832011443;31/12/2016;2016;11533;;;5681;17214;;;5681;5681
832011532;31/12/2016;2016;852174;0;0;0;852174;0;0;0;0
834000377;31/12/2016;2016;449617;-16952;-16952;-16952;432665;0;0;0;0
834001328;31/12/2016;2016;418048;;;;;;;;
835000089;31/12/2016;2016;37588;;;;37588;;;;
835000401;31/12/2016;2016;81233;;;;81233;;;;
835000641;31/12/2016;2016;56850;;;;;;;;
835000779;31/12/2016;2016;-6820;1478243;1478243;1478243;1471423;0;0;0;0
835000837;31/12/2016;2016;664607;;;;;;;;
835001087;31/12/2016;2016;302799;0;0;0;302799;0;0;0;0
835001216;31/12/2016;2016;3631010;;;;3631010;;;;
836000098;31/12/2016;2016;1422578;;;;;;;;
836000425;31/12/2016;2016;-6845;;;;-6845;;;;
836000548;31/12/2016;2016;919061;;;;;;;;
836000556;31/12/2016;2016;222990;;;;;;;;
836000598;31/12/2016;2016;102894;;;;;;;;
836000742;31/12/2016;2016;109799;0;0;0;109799;0;0;0;0
837000252;31/12/2016;2016;-16370;;;;-16370;;;;
837000715;31/12/2016;2016;262913;;;;262913;;;;
837000921;31/12/2016;2016;792023;;;;;;;;
839000478;31/12/2016;2016;-2551541;;;;;;;;
840000042;31/12/2016;2016;-939;;;;;;;;
840000143;31/12/2016;2016;-25569;;44226;44226;18657;44226;;;
840000575;31/12/2016;2016;-2967476;0;0;0;-2967476;0;0;0;0
840000922;31/12/2016;2016;895923;;52996;-9091;886832;52996;;-62087;-62087
844000023;31/12/2016;2016;1091218;;;;;;;;
844000187;31/12/2016;2016;701100;;;;;;;;
844000282;31/12/2016;2016;2135666;;;;;;;;
844000518;31/12/2016;2016;380564;;;;;;;;
844000956;31/12/2016;2016;393227;;;;;;;;
844001263;31/12/2016;2016;34796;;;;;;;;
844001379;31/12/2016;2016;645575;;;;;;;;
844001510;31/12/2016;2016;47350;;;;;;;;
844001779;31/12/2016;2016;-314347;;;;;;;;
844002048;31/12/2016;2016;-336523;;;;;;;;
844002069;31/12/2016;2016;123531;0;0;0;123531;0;0;0;0
844002122;31/12/2016;2016;247957;0;0;0;247957;0;0;0;0
844002642;31/12/2016;2016;69167;0;0;-4119;65048;0;0;-4119;-4119
844002854;31/12/2016;2016;4674470;;;;;;;;
844002898;31/12/2016;2016;195720;;;;;;;;
844003351;31/12/2016;2016;-19501;-51847;-51847;-51847;-71348;0;0;0;0
844004227;31/12/2016;2016;106517;0;0;0;106517;0;0;0;0
844004815;31/12/2016;2016;666504;0;0;0;666504;0;0;0;0
844004840;31/12/2016;2016;613571;;;;;;;;
844004924;31/12/2016;2016;678887;0;0;0;678887;0;0;0;0
846000353;31/12/2016;2016;121578;1635329;1635329;1635329;1756907;;;;
860000028;31/12/2016;2016;-419389;0;0;0;-419389;0;0;0;0
860000054;31/12/2016;2016;47893;;37486;37486;85379;11086;26400;;
860000065;31/12/2016;2016;881432;;;;;;;;
860000091;31/12/2016;2016;143282;0;0;0;143282;0;0;0;0
860000100;31/12/2016;2016;-469613;0;0;0;-469613;0;0;0;0
860000122;31/12/2016;2016;2883538;;;;2883538;;;;
860000164;31/12/2016;2016;-276457;;;;;;;;
860000189;31/12/2016;2016;1974176;0;0;0;1974176;0;0;0;0
860000198;31/12/2016;2016;1296949;0;0;0;1296949;0;0;0;0
860000228;31/12/2016;2016;223662;0;0;0;223662;0;0;0;0
860000230;31/12/2016;2016;89302;-16285;-16285;-16285;73017;0;0;0;0
860000254;31/12/2016;2016;223134;;;;223134;;;;
860000258;31/12/2016;2016;2016922;0;0;0;2016922;0;0;0;0
860000292;31/12/2016;2016;-3177454;;;;;;;;
860000294;31/12/2016;2016;-1925530;;;;;;;;
860000339;31/12/2016;2016;84647;;;;;;;;
860000368;31/12/2016;2016;664892;0;0;0;664892;0;0;0;0
860000397;31/12/2016;2016;-973569;417021;417021;417021;-556548;;;;
860000500;31/12/2016;2016;58991;;;;58991;;;;
860000544;31/12/2016;2016;359846;;;;359846;;;;
860000615;31/12/2016;2016;1130519;;;;;;;;
860000637;31/12/2016;2016;-1810073;0;0;0;-1810073;0;0;0;0
860000640;31/12/2016;2016;-53720;;;;;;;;
860000655;31/12/2016;2016;525975;;;;525975;;;;
860000698;31/12/2016;2016;514193;;;;514193;;;;
860000719;31/12/2016;2016;2747770;;;;;;;;
860000810;31/12/2016;2016;118674;;;;;;;;
860000824;31/12/2016;2016;-143720;;;;;;;;
860000867;31/12/2016;2016;587539;0;0;0;587539;0;0;0;0
860000868;31/12/2016;2016;1985902;;;;;;;;
860000968;31/12/2016;2016;144430;;;;;;;;
860000989;31/12/2016;2016;821598;;;;;;;;
860000999;31/12/2016;2016;245481;;;;245481;;;;
860001074;31/12/2016;2016;-4940889;;;;;;;;
860001093;31/12/2016;2016;1414800;-553;-553;-553;1414247;;;;
860001098;31/12/2016;2016;-479457;;;;;;;;
860001119;31/12/2016;2016;123689;;;;123689;;;;
860001128;31/12/2016;2016;115006;;;;;;;;
860001130;31/12/2016;2016;440829;0;0;0;440829;0;0;0;0
860001142;31/12/2016;2016;-287820;;;;-287820;;;;
860001152;31/12/2016;2016;144970;;;;;;;;
860001235;31/12/2016;2016;308972;;;;;;;;
860001324;31/12/2016;2016;155269;;;;155269;;;;
860001449;31/12/2016;2016;560692;;;;;;;;
860001543;31/12/2016;2016;-808172;;;;;;;;
860001605;31/12/2016;2016;696920;;;;696920;;;;
860001615;31/12/2016;2016;1360321;;;;1360321;;;;
860001619;31/12/2016;2016;1070331;0;0;0;1070331;0;0;0;0
860001623;31/12/2016;2016;2158385;;;;;;;;
860001678;31/12/2016;2016;62093;;;;;;;;
860001743;31/12/2016;2016;168503;0;0;0;168503;0;0;0;0
860001752;31/12/2016;2016;9592;;;;;;;;
860001767;31/12/2016;2016;-5766496;0;0;0;-5766496;0;0;0;0
860001789;31/12/2016;2016;4326811;;;;;;;;
860001847;31/12/2016;2016;-1637151;;;;;;;;
860001858;31/12/2016;2016;-302095;;;;;;;;
860001860;31/12/2016;2016;1925976;0;0;0;1925976;0;0;0;0
860001881;31/12/2016;2016;2906508;;;;2906508;;;;
860001911;31/12/2016;2016;2019786;;;;;;;;
860001930;31/12/2016;2016;-1580412;;;;;;;;
860001978;31/12/2016;2016;977642;0;45472;-21274;956368;0;45472;-66746;-66746
860001982;31/12/2016;2016;-902505;;;;;;;;
860001987;31/12/2016;2016;-175211;;;;;;;;
860002042;31/12/2016;2016;434075;0;0;0;434075;0;0;0;0
860002054;31/12/2016;2016;-339125;;;;;;;;
860002063;31/12/2016;2016;-209414;;;;-209414;;;;
860002066;31/12/2016;2016;993391;0;0;0;993391;0;0;0;0
860002133;31/12/2016;2016;-37910;;;;;;;;
860002157;31/12/2016;2016;-35223;;;;;;;;
860002230;31/12/2016;2016;64171;;;;;;;;
860002231;31/12/2016;2016;-11232849;0;0;0;-11232849;0;0;;
860002296;31/12/2016;2016;190950;;;;;;;;
860002501;31/12/2016;2016;96556;;4019780;4019780;4116336;4019780;;;
860002583;31/12/2016;2016;501450;;;;;;;;
860002677;31/12/2016;2016;1032882;;;;;;;;
860003025;31/12/2016;2016;58622;3114;3114;3114;61736;;;;
860003063;31/12/2016;2016;-251965;;;;;;;;
860003113;31/12/2016;2016;272139;;;;;;;;
860003171;31/12/2016;2016;249200;;;;;;;;
860003228;31/12/2016;2016;1188632;;;;;;;;
860003328;31/12/2016;2016;284906;;;;;;;;
860003375;31/12/2016;2016;35268;;;;;;;;
860003437;31/12/2016;2016;1418964;;3650609;3650609;5069573;3650609;;;
860003573;31/12/2016;2016;56317;;;;56317;;;;
860003841;31/12/2016;2016;12028;;;;;;;;
860003911;31/12/2016;2016;138864;;;;;;;;
860003956;31/12/2016;2016;387114;;;;;;;;
860003981;31/12/2016;2016;-980486;;;;;;;;
860004376;31/12/2016;2016;386030;;;;;;;;
860004567;31/12/2016;2016;105745;0;0;0;105745;0;0;0;0
860004573;31/12/2016;2016;48608;;;;;;;;
860004662;31/12/2016;2016;121543;;91549;91549;213092;91549;;;
860004664;31/12/2016;2016-S1;46007631;;;;;;;;
860004664;31/12/2016;2016-S2;852072;;;;;;;;
860004686;31/12/2016;2016;488367;0;0;0;488367;0;0;0;0
860004688;31/12/2016;2016;966325;;;;966325;;;;
860004738;31/12/2016;2016;581844;;;;;;;;
860004755;31/12/2016;2016;-2443375;;;;;;;;
860004843;31/12/2016;2016;4135430;;;;4135430;;;;
860004871;31/12/2016;2016;460244;;125610;125610;585854;;125610;;
860005101;31/12/2016;2016;6649814;;;;;;;;
860005140;31/12/2016;2016;-76932;0;0;0;-76932;0;0;0;0
860005217;31/12/2016;2016;500181;;;;;;;;
860005428;31/12/2016;2016;51082;;;;51082;;;;
860005444;31/12/2016;2016;397231;;;;;;;;
860005462;31/12/2016;2016;4316;;;;;;;;
860005704;31/12/2016;2016;422816;426;426;426;423242;0;0;0;0
860005716;31/12/2016;2016;38520;0;0;0;38520;0;0;0;0
860005813;31/12/2016;2016;8850186;;;;;;;;
860006101;31/12/2016;2016;-250566;3067;3067;3067;-247499;;;;
860006180;31/12/2016;2016;279150;;;;;;;;
860006237;31/12/2016;2016;119825;;;;;;;;
860006314;31/12/2016;2016;220530;;;;;;;;
860006327;31/12/2016;2016;2279673;;;;;;;;
860006376;31/12/2016;2016;48267;;;;;;;;
860006421;31/12/2016;2016;2846305;;;;2846305;;;;
860006700;31/12/2016;2016;82982;0;0;0;82982;0;0;0;0
860006765;31/12/2016;2016;-136956;;71470;71470;-65486;71470;;;
860006785;31/12/2016;2016;-259950;-82231;-82231;-82231;-342181;;;;
860007229;31/12/2016;2016;1144358;;1561371;1561371;2705729;1561371;;;
860007573;31/12/2016;2016;-2875;;;;;;;;
860007600;31/12/2016;2016;47518;;;;;;;;
860007651;31/12/2016;2016;253042;;;;;;;;
860007839;31/12/2016;2016;258436;;;;258436;;;;
860007865;31/12/2016;2016;-78772;;;;;;;;
860007873;31/12/2016;2016;521811;;;;;;;;
860008067;31/12/2016;2016;5708852;;;;;;;;
860008198;31/12/2016;2016;8964;;;;;;;;
860008279;31/12/2016;2016;-3651004;0;0;0;-3651004;0;0;0;0
860008424;31/12/2016;2016;1390998;;;;;;;;
860008496;31/12/2016;2016;-255939;;;;;;;;
860008588;31/12/2016;2016;23283;;;;;;;;
860008794;31/12/2016;2016;-543434;;;;;;;;
860008812;31/12/2016;2016;8022048;;-26181;-26181;7995867;;-26181;;
860008817;31/12/2016;2016;399090;;;;;;;;
860008823;31/12/2016;2016;-52670;0;0;0;-52670;0;0;0;0
860008948;31/12/2016;2016;27974;;;;;;;;
860009240;31/12/2016;2016;338932;;;;;;;;
860009323;31/12/2016;2016;575275;0;0;0;575275;0;0;0;0
860009487;31/12/2016;2016;1006301;;;;;;;;
860009497;31/12/2016;2016;819985;;;;;;;;
860009522;31/12/2016;2016;6203;;;;;;;;
860009576;31/12/2016;2016;-2729603;;;;-2729603;;;;
860009787;31/12/2016;2016;-2396493;;;;;;;;
860009974;31/12/2016;2016;64144;;;;;;;;
860010029;31/12/2016;2016;-161736;;;;;;;;
860010451;31/12/2016;2016;3170010;87347;87347;87347;3257357;;;;
860010469;31/12/2016;2016;533117;;193232;193232;726349;193232;;;
860010706;31/12/2016;2016;-780873;0;0;0;-780873;0;0;0;0
860010712;31/12/2016;2016;-164892;0;0;16489;-148403;0;0;16489;16489
860010983;31/12/2016;2016;506238;0;0;0;506238;0;0;0;0
860011213;31/12/2016;2016;-907503;0;0;0;-907503;0;0;0;0
860011246;31/12/2016;2016;460384;;;;;;;;
860012305;31/12/2016;2016;667501;;;;;;;;
860012400;31/12/2016;2016;1383957;;;;;;;;
860013842;31/12/2016;2016;189200;0;0;0;189200;0;0;0;0
860013933;31/12/2016;2016;989572;;;;;;;;
860014024;31/12/2016;2016;-702834;;;;;;;;
860014086;31/12/2016;2016;27823;;0;0;27823;0;;;
860014156;31/12/2016;2016;-277211;;;;;;;;
860014168;31/12/2016;2016;60064;;;;;;;;
860014195;31/12/2016;2016;-67499;2390843;2390843;2390843;2323344;;;;
860014212;31/12/2016;2016;0;0;0;0;0;0;0;;
860014227;31/12/2016;2016;152617;;;;;;;;
860014405;31/12/2016;2016;111528;;;-84746;26782;;;-84746;-84746
860014758;31/12/2016;2016;28184;;;;;;;;
860014788;31/12/2016;2016;382859;;;;382859;;;;
860014801;31/12/2016;2016;-179748;;;;;;;;
860014917;31/12/2016;2016;5745766;;;;;;;;
860015118;31/12/2016;2016;4168727;;;;;;;;
860015204;31/12/2016;2016;920369;;0;0;920369;;;;0
860015632;31/12/2016;2016;1386419;;;;1386419;;;;
860015737;31/12/2016;2016;211287;;;;;;;;
860015940;31/12/2016;2016;41990;0;0;0;41990;0;0;0;0
860015941;31/12/2016;2016;889916;;0;0;889916;0;;0;0
860015949;31/12/2016;2016;19665;;;;;;;;
860016114;31/12/2016;2016;582960;;;;582960;;;;
860016310;31/12/2016;2016;7058651;;;;;;;;
860016385;31/12/2016;2016;473484;;;;;;;;
860016467;31/12/2016;2016;309702;;;;;;;;
860016511;31/12/2016;2016;22644;;;;;;;;
860016695;31/12/2016;2016;809935;;;;;;;;
860016734;31/12/2016;2016;377993;;;;;;;;
860018855;31/12/2016;2016;322616;;;;;;;;
860019004;31/12/2016;2016;-44482;;;;;;;;
860019020;31/12/2016;2016;305398;;;;305398;;;;
860019043;31/12/2016;2016;309753;;;;;;;;
860019365;31/12/2016;2016;28769;;;;;;;;
860020133;31/12/2016;2016;525576;;;;;;;;
860020134;31/12/2016;2016;-65543;;;;;;;;
860020135;31/12/2016;2016;264477;;;;;;;;
860020240;31/12/2016;2016;1784699;;;;;;;;
860020308;31/12/2016;2016;2568788;;;;;;;;
860020365;31/12/2016;2016;11470;;;;;;;;
860020536;31/12/2016;2016;288997;0;-197124;-168189;120808;0;-197124;28935;28935
860020609;31/12/2016;2016;8538277;;-108363;-108363;8429914;0;-108363;;
860021302;31/12/2016;2016;6400700;;;;6400700;;;;
860021303;31/12/2016;2016;99184;;;-207;98977;;;-207;-207
860021475;31/12/2016;2016;202938;;;;;;;;
860021998;31/12/2016;2016;674829;;;;;;;;
860022110;31/12/2016;2016;-6289;;;;;;;;
860022199;31/12/2016;2016;137847;;;;;;;;
860023001;31/12/2016;2016;225913;;;;225913;;;;
860023024;31/12/2016;2016;2916477;;;;2916477;;;;
860023029;31/12/2016;2016;4212665;;;;4212665;;;;
860023134;31/12/2016;2016;77088;0;0;0;77088;0;0;0;0
860023273;31/12/2016;2016;-2682864;;;;;;;;
860023326;31/12/2016;2016;430558;;;;;;;;
860023369;31/12/2016;2016;472680;;;;;;;;
860023385;31/12/2016;2016;-172512;;;;;;;;
860023522;31/12/2016;2016;-2163458;;;;;;;;
860023549;31/12/2016;2016;135026;0;0;0;135026;0;0;0;0
860023632;31/12/2016;2016;46792;0;0;0;46792;0;0;0;0
860023672;31/12/2016;2016;1419;;;;;;;;
860023718;31/12/2016;2016;236363;;;;236363;;;;
860023726;31/12/2016;2016;460894;;;;;;;;
860023774;31/12/2016;2016;303392;;;;303392;;;;
860023788;31/12/2016;2016;-13948;;;;;;;;
860023906;31/12/2016;2016;-519333;;;;;;;;
860023981;31/12/2016;2016;4150083;;;;;;;;
860024141;31/12/2016;2016;413702;;;;;;;;
860024446;31/12/2016;2016;1118320;;;;1118320;;;;
860024593;31/12/2016;2016;215315;;;;;;;;
860024654;31/12/2016;2016;169563;0;0;0;169563;0;0;0;0
860024764;31/12/2016;2016;-138828;;;;;;;;
860024877;31/12/2016;2016;-288133;0;0;0;-288133;0;0;0;0
860025103;31/12/2016;2016;122723;0;0;0;122723;0;0;0;0
860025128;31/12/2016;2016;175097;;;;;;;;
860025188;31/12/2016;2016;-581385;;;;;;;;
860025283;31/12/2016;2016;244069;;0;0;244069;0;;;
